"env";"config";"exp";"energy";"current";"next_state";"next_move"
0;10x10;exp_agent2;0;100;i_ini;i_vz;1
0;10x10;exp_agent2;0;99;i_vz;i_ini;3
0;10x10;exp_agent2;0;98;i_ini;i_vz;3
0;10x10;exp_agent2;0;97;i_vz;i_ini;1
0;10x10;exp_agent2;0;96;i_ini;i_vz;2
0;10x10;exp_agent2;0;95;i_vz;i_vz;3
0;10x10;exp_agent2;0;94;i_vz;i_vz;0
0;10x10;exp_agent2;0;93;i_vz;i_s;3
0;10x10;exp_agent2;0;92;i_s;i_vz;1
0;10x10;exp_agent2;0;91;i_vz;i_s;0
0;10x10;exp_agent2;0;90;i_s;i_vz;2
0;10x10;exp_agent2;0;89;i_vz;i_ini;1
0;10x10;exp_agent2;0;88;i_ini;i_vz;0
0;10x10;exp_agent2;0;87;i_vz;i_s;3
0;10x10;exp_agent2;0;86;i_s;i_vz;1
0;10x10;exp_agent2;0;85;i_vz;i_vz;0
0;10x10;exp_agent2;0;84;i_vz;i_cl;0
0;10x10;exp_agent2;0;83;i_cl;i_cl;0
0;10x10;exp_agent2;0;82;i_cl;i_vz;3
0;10x10;exp_agent2;0;81;i_vz;i_s;3
0;10x10;exp_agent2;0;80;i_s;i_vz;1
0;10x10;exp_agent2;0;79;i_vz;i_s;3
0;10x10;exp_agent2;0;78;i_s;i_vz;1
0;10x10;exp_agent2;0;77;i_vz;i_cl;0
0;10x10;exp_agent2;0;76;i_cl;i_s;2
0;10x10;exp_agent2;0;75;i_s;i_vz;0
0;10x10;exp_agent2;0;74;i_vz;i_vz;1
0;10x10;exp_agent2;0;73;i_vz;i_vz;2
0;10x10;exp_agent2;0;72;i_vz;i_ini;2
0;10x10;exp_agent2;0;71;i_ini;i_vz;0
0;10x10;exp_agent2;0;70;i_vz;i_ini;2
0;10x10;exp_agent2;0;69;i_ini;i_vz;2
0;10x10;exp_agent2;0;68;i_vz;i_ini;0
0;10x10;exp_agent2;0;67;i_ini;i_vz;3
0;10x10;exp_agent2;0;66;i_vz;i_vz;2
0;10x10;exp_agent2;0;65;i_vz;i_vz;0
0;10x10;exp_agent2;0;64;i_vz;i_vz;2
0;10x10;exp_agent2;0;63;i_vz;i_vz;2
0;10x10;exp_agent2;0;62;i_vz;i_vz;0
0;10x10;exp_agent2;0;61;i_vz;i_vz;2
0;10x10;exp_agent2;0;60;i_vz;i_vz;3
0;10x10;exp_agent2;0;59;i_vz;i_cl;3
0;10x10;exp_agent2;0;58;i_cl;i_cl;3
0;10x10;exp_agent2;0;57;i_cl;i_cl;3
0;10x10;exp_agent2;0;56;i_cl;i_vz;1
0;10x10;exp_agent2;0;55;i_vz;i_vz;0
0;10x10;exp_agent2;0;54;i_vz;i_vz;1
0;10x10;exp_agent2;0;53;i_vz;i_vz;3
0;10x10;exp_agent2;0;52;i_vz;i_vz;2
0;10x10;exp_agent2;0;51;i_vz;i_vz;1
0;10x10;exp_agent2;0;50;i_vz;i_vz;2
0;10x10;exp_agent2;0;49;i_vz;i_vz;0
0;10x10;exp_agent2;0;48;i_vz;i_vz;0
0;10x10;exp_agent2;0;47;i_vz;i_vz;3
0;10x10;exp_agent2;0;46;i_vz;i_vz;2
0;10x10;exp_agent2;0;45;i_vz;i_vz;0
0;10x10;exp_agent2;0;44;i_vz;i_vz;3
0;10x10;exp_agent2;0;43;i_vz;i_s;0
0;10x10;exp_agent2;0;42;i_s;i_vz;2
0;10x10;exp_agent2;0;41;i_vz;i_s;0
0;10x10;exp_agent2;0;40;i_s;i_vz;2
0;10x10;exp_agent2;0;39;i_vz;i_s;0
0;10x10;exp_agent2;0;38;i_s;i_vz;2
0;10x10;exp_agent2;0;37;i_vz;i_vz;1
0;10x10;exp_agent2;0;36;i_vz;i_vz;1
0;10x10;exp_agent2;0;35;i_vz;i_vz;2
0;10x10;exp_agent2;0;34;i_vz;i_vz;3
