"env";"config";"exp";"energy";"current";"next_state";"next_move"
0;16x16;exp_agent3-3;0;200;i_ini;i_vz;1
0;16x16;exp_agent3-3;0;199;i_vz;i_vz;1
0;16x16;exp_agent3-3;0;198;i_vz;i_vz;1
0;16x16;exp_agent3-3;0;197;i_vz;i_vz;0
0;16x16;exp_agent3-3;0;196;i_vz;i_vz;3
0;16x16;exp_agent3-3;0;195;i_vz;i_vz;0
0;16x16;exp_agent3-3;0;194;i_vz;i_b;1
0;16x16;exp_agent3-3;0;193;i_b;i_vz;2
0;16x16;exp_agent3-3;0;192;i_vz;i_vz;2
0;16x16;exp_agent3-3;0;191;i_vz;i_vz;1
0;16x16;exp_agent3-3;0;190;i_vz;i_vz;2
0;16x16;exp_agent3-3;0;189;i_vz;i_vz;1
0;16x16;exp_agent3-3;0;188;i_vz;i_s;1
0;16x16;exp_agent3-3;0;187;i_s;i_vz;2
0;16x16;exp_agent3-3;0;186;i_vz;i_vz;2
0;16x16;exp_agent3-3;0;185;i_vz;i_b;1
0;16x16;exp_agent3-3;0;184;i_b;i_vz;1
0;16x16;exp_agent3-3;0;183;i_vz;i_vz;1
0;16x16;exp_agent3-3;0;182;i_vz;i_vz;0
0;16x16;exp_agent3-3;0;181;i_vz;i_vz;3
0;16x16;exp_agent3-3;0;180;i_vz;i_vz;2
0;16x16;exp_agent3-3;0;179;i_vz;i_vz;1
0;16x16;exp_agent3-3;0;178;i_vz;i_vz;0
0;16x16;exp_agent3-3;0;177;i_vz;i_vz;3
0;16x16;exp_agent3-3;0;176;i_vz;i_vz;2
0;16x16;exp_agent3-3;0;175;i_vz;i_vz;1
0;16x16;exp_agent3-3;0;174;i_vz;i_vz;2
0;16x16;exp_agent3-3;0;173;i_vz;i_vz;1
0;16x16;exp_agent3-3;0;172;i_vz;i_vz;2
0;16x16;exp_agent3-3;0;171;i_vz;i_vz;3
0;16x16;exp_agent3-3;0;170;i_vz;i_vz;2
0;16x16;exp_agent3-3;0;169;i_vz;i_vz;2
0;16x16;exp_agent3-3;0;168;i_vz;i_f;3
0;16x16;exp_agent3-3;0;167;i_f;i_gl;2
0;16x16;exp_agent3-3;1;200;i_ini;i_vz;3
0;16x16;exp_agent3-3;1;199;i_vz;i_vz;0
0;16x16;exp_agent3-3;1;198;i_vz;i_vz;3
0;16x16;exp_agent3-3;1;197;i_vz;i_b;2
0;16x16;exp_agent3-3;1;196;i_b;i_vz;3
0;16x16;exp_agent3-3;1;195;i_vz;i_vz;3
0;16x16;exp_agent3-3;1;194;i_vz;i_vz;2
0;16x16;exp_agent3-3;1;193;i_vz;i_vz;2
0;16x16;exp_agent3-3;1;192;i_vz;i_vz;1
0;16x16;exp_agent3-3;1;191;i_vz;i_vz;2
0;16x16;exp_agent3-3;1;190;i_vz;i_vz;1
0;16x16;exp_agent3-3;1;189;i_vz;i_b;0
0;16x16;exp_agent3-3;1;188;i_b;i_vz;1
0;16x16;exp_agent3-3;1;187;i_vz;i_b;0
0;16x16;exp_agent3-3;1;186;i_b;i_vz;1
0;16x16;exp_agent3-3;1;185;i_vz;i_ini;0
0;16x16;exp_agent3-3;1;184;i_ini;i_vz;1
0;16x16;exp_agent3-3;1;183;i_vz;i_vz;1
0;16x16;exp_agent3-3;1;182;i_vz;i_vz;1
0;16x16;exp_agent3-3;1;181;i_vz;i_vz;0
0;16x16;exp_agent3-3;1;180;i_vz;i_vz;1
0;16x16;exp_agent3-3;1;179;i_vz;i_vz;2
0;16x16;exp_agent3-3;1;178;i_vz;i_vz;2
0;16x16;exp_agent3-3;1;177;i_vz;i_vz;2
0;16x16;exp_agent3-3;1;176;i_vz;i_s;2
0;16x16;exp_agent3-3;1;175;i_s;i_vz;1
0;16x16;exp_agent3-3;1;174;i_vz;i_bs;2
0;16x16;exp_agent3-3;1;173;i_bs;i_b;1
0;16x16;exp_agent3-3;1;172;i_b;i_vz;0
0;16x16;exp_agent3-3;1;171;i_vz;i_vz;3
0;16x16;exp_agent3-3;1;170;i_vz;i_vz;0
0;16x16;exp_agent3-3;1;169;i_vz;i_vz;3
0;16x16;exp_agent3-3;1;168;i_vz;i_vz;3
0;16x16;exp_agent3-3;1;167;i_vz;i_vz;0
0;16x16;exp_agent3-3;1;166;i_vz;i_vz;0
0;16x16;exp_agent3-3;1;165;i_vz;i_vz;1
0;16x16;exp_agent3-3;1;164;i_vz;i_s;1
0;16x16;exp_agent3-3;1;163;i_s;i_vz;2
0;16x16;exp_agent3-3;1;162;i_vz;i_vz;3
0;16x16;exp_agent3-3;1;161;i_vz;i_vz;0
0;16x16;exp_agent3-3;1;160;i_vz;i_vz;0
0;16x16;exp_agent3-3;1;159;i_vz;i_vz;1
0;16x16;exp_agent3-3;1;158;i_vz;i_s;1
0;16x16;exp_agent3-3;1;157;i_s;i_vz;0
0;16x16;exp_agent3-3;1;156;i_vz;i_vz;3
0;16x16;exp_agent3-3;1;155;i_vz;i_vz;3
0;16x16;exp_agent3-3;1;154;i_vz;i_b;0
0;16x16;exp_agent3-3;1;153;i_b;i_vz;0
0;16x16;exp_agent3-3;1;152;i_vz;i_vz;1
0;16x16;exp_agent3-3;1;151;i_vz;i_vz;1
0;16x16;exp_agent3-3;1;150;i_vz;i_vz;1
0;16x16;exp_agent3-3;1;149;i_vz;i_vz;2
0;16x16;exp_agent3-3;1;148;i_vz;i_vz;1
0;16x16;exp_agent3-3;1;147;i_vz;i_vz;2
0;16x16;exp_agent3-3;1;146;i_vz;i_vz;3
0;16x16;exp_agent3-3;1;145;i_vz;i_vz;2
0;16x16;exp_agent3-3;1;144;i_vz;i_s;2
0;16x16;exp_agent3-3;1;143;i_s;i_vz;2
0;16x16;exp_agent3-3;1;142;i_vz;i_vz;1
0;16x16;exp_agent3-3;1;141;i_vz;i_vz;1
0;16x16;exp_agent3-3;1;140;i_vz;i_vz;1
0;16x16;exp_agent3-3;1;139;i_vz;i_vz;2
0;16x16;exp_agent3-3;1;138;i_vz;i_vz;1
0;16x16;exp_agent3-3;1;137;i_vz;i_vz;0
0;16x16;exp_agent3-3;1;136;i_vz;i_vz;3
0;16x16;exp_agent3-3;1;135;i_vz;i_vz;0
0;16x16;exp_agent3-3;1;134;i_vz;i_b;3
0;16x16;exp_agent3-3;1;133;i_b;i_vz;2
0;16x16;exp_agent3-3;1;132;i_vz;i_vz;3
